Year,State_Code,State_Name,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,Category,Demographic,Lat,Long
2012,IL,Illinois,39.2,33.2,45.4,495.0,"(40.485010283, -88.997710178)",Race/Ethnicity,Non-Hispanic Black,40.485010283, -88.997710178
2014,WA,Washington,22.6,21.0,24.2,4152.0,"(47.522278629, -120.47001079)",Education,College graduate,47.522278629, -120.47001079
2015,VA,Virginia,25.2,23.1,27.5,2668.0,"(37.542680674, -78.457890463)",Income,"$75,000 or greater",37.542680674, -78.457890463
2013,WY,Wyoming,17.1,11.9,23.9,190.0,"(43.235541343, -108.109830353)",Age (years),18 - 24,43.235541343, -108.109830353
2014,IL,Illinois,29.3,27.6,31.1,4835.0,"(40.485010283, -88.997710178)",Total,Total,40.485010283, -88.997710178
2014,OR,Oregon,29.4,24.9,34.4,481.0,"(44.567449424, -120.155031326)",Age (years),35 - 44,44.567449424, -120.155031326
2013,MD,Maryland,33.1,30.7,35.5,2845.0,"(39.290580964, -76.609260111)",Age (years),55 - 64,39.290580964, -76.609260111
2013,FL,Florida,26.4,23.5,29.5,2319.0,"(28.932040377, -81.928960539)",Race/Ethnicity,Hispanic,28.932040377, -81.928960539
2011,AZ,Arizona,17.4,15.0,20.1,2050.0,"(34.86597028, -111.763811277)",Education,College graduate,34.86597028, -111.763811277
2011,CO,Colorado,25.9,21.8,30.4,1034.0,"(38.843840757, -106.133610921)",Income,"Less than $15,000",38.843840757, -106.133610921
2014,IA,Iowa,30.9,29.6,32.3,7572.0,"(42.469400913, -93.816490556)",Total,Total,42.469400913, -93.816490556
2012,KS,Kansas,26.2,24.6,27.9,3845.0,"(38.3477403, -98.200781227)",Age (years),65 or older,38.3477403, -98.200781227
2011,DE,Delaware,27.0,23.9,30.4,1199.0,"(39.008830667, -75.577741168)",Income,"$75,000 or greater",39.008830667, -75.577741168
2014,GA,Georgia,30.9,26.7,35.4,733.0,"(32.839681093, -83.627580346)",Income,"$50,000 - $74,999",32.839681093, -83.627580346
2012,CO,Colorado,21.1,19.7,22.6,5244.0,"(38.843840757, -106.133610921)",Gender,Male,38.843840757, -106.133610921
2014,NE,Nebraska,28.6,27.2,30.1,7540.0,"(41.641040988001, -99.365720623)",Age (years),65 or older,41.641040988001, -99.365720623
2011,ND,North Dakota,36.2,33.0,39.5,1131.0,"(47.475319779, -100.118421049)",Age (years),55 - 64,47.475319779, -100.118421049
2013,SD,South Dakota,29.2,24.5,34.3,996.0,"(44.353130053, -100.373530637)",Income,Data not reported,44.353130053, -100.373530637
2014,IL,Illinois,30.3,26.3,34.6,764.0,"(40.485010283, -88.997710178)",Income,"$50,000 - $74,999",40.485010283, -88.997710178
2011,MO,Missouri,32.2,22.0,44.6,129.0,"(38.635790776, -92.566300053)",Race/Ethnicity,2 or more races,38.635790776, -92.566300053
2015,MT,Montana,18.5,16.3,20.9,1954.0,"(47.066528972, -109.424420645)",Education,College graduate,47.066528972, -109.424420645
2015,OK,Oklahoma,33.0,25.7,41.1,297.0,"(35.472031356, -97.521070214)",Race/Ethnicity,2 or more races,35.472031356, -97.521070214
2012,NC,North Carolina,24.5,22.3,26.9,2119.0,"(35.466220975, -79.159250463)",Income,"$75,000 or greater",35.466220975, -79.159250463
2015,MN,Minnesota,29.9,26.9,33.0,1373.0,"(46.355648736, -94.794200503)",Income,"$25,000 - $34,999",46.355648736, -94.794200503
2012,CT,Connecticut,21.2,18.0,24.8,1134.0,"(41.56266102, -72.649840952)",Income,Data not reported,41.56266102, -72.649840952
2015,CO,Colorado,18.7,17.5,19.9,9353.0,"(38.843840757, -106.133610921)",Race/Ethnicity,Non-Hispanic White,38.843840757, -106.133610921
2012,DE,Delaware,15.8,12.6,19.7,633.0,"(39.008830667, -75.577741168)",Income,Data not reported,39.008830667, -75.577741168
2013,MD,Maryland,15.4,11.7,20.1,452.0,"(39.290580964, -76.609260111)",Age (years),18 - 24,39.290580964, -76.609260111
2014,NY,New York,32.6,28.6,36.8,769.0,"(42.827001032, -75.543970427)",Race/Ethnicity,Hispanic,42.827001032, -75.543970427
2011,TN,Tennessee,34.1,27.9,40.9,736.0,"(35.68094058, -85.774490914)",Education,Less than high school,35.68094058, -85.774490914
2015,TX,Texas,33.5,18.1,53.4,109.0,"(31.827240407, -99.426770206)",Race/Ethnicity,American Indian/Alaska Native,31.827240407, -99.426770206
2013,OR,Oregon,31.0,28.2,34.0,1382.0,"(44.567449424, -120.155031326)",Age (years),55 - 64,44.567449424, -120.155031326
2013,PA,Pennsylvania,30.3,28.7,32.1,4742.0,"(40.793730152, -77.860700294)",Gender,Male,40.793730152, -77.860700294
2011,MN,Minnesota,23.7,21.9,25.6,3533.0,"(46.355648736, -94.794200503)",Age (years),65 or older,46.355648736, -94.794200503
2013,NM,New Mexico,25.6,23.7,27.7,3886.0,"(34.520880952, -106.240580985)",Gender,Male,34.520880952, -106.240580985
2015,NH,New Hampshire,26.9,24.0,29.9,1551.0,"(43.655950113, -71.50036092)",Education,Some college or technical school,43.655950113, -71.50036092
2013,KS,Kansas,25.5,23.4,27.7,2686.0,"(38.3477403, -98.200781227)",Income,Data not reported,38.3477403, -98.200781227
2012,MD,Maryland,32.1,27.2,37.6,983.0,"(39.290580964, -76.609260111)",Income,"$25,000 - $34,999",39.290580964, -76.609260111
2014,SD,South Dakota,54.3,32.6,74.5,95.0,"(44.353130053, -100.373530637)",Race/Ethnicity,2 or more races,44.353130053, -100.373530637
2012,NM,New Mexico,19.0,17.4,20.8,2841.0,"(34.520880952, -106.240580985)",Education,College graduate,34.520880952, -106.240580985
2015,OK,Oklahoma,22.5,17.1,29.1,235.0,"(35.472031356, -97.521070214)",Age (years),18 - 24,35.472031356, -97.521070214
2012,RI,Rhode Island,6.9,2.3,19.2,54.0,"(41.708280193, -71.522470314)",Race/Ethnicity,Asian,41.708280193, -71.522470314
2013,LA,Louisiana,27.3,15.9,42.9,84.0,"(31.312660644, -92.445680071)",Race/Ethnicity,Hispanic,31.312660644, -92.445680071
2011,MA,Massachusetts,18.6,16.2,21.2,1977.0,"(42.27687047, -72.082690675)",Age (years),25 - 34,42.27687047, -72.082690675
2012,AK,Alaska,21.5,12.5,34.6,84.0,"(64.845079957001, -147.722059036)",Race/Ethnicity,Other,64.845079957001, -147.722059036
2013,MA,Massachusetts,22.1,19.0,25.6,1368.0,"(42.27687047, -72.082690675)",Age (years),25 - 34,42.27687047, -72.082690675
2011,NM,New Mexico,36.8,31.9,42.0,576.0,"(34.520880952, -106.240580985)",Race/Ethnicity,American Indian/Alaska Native,34.520880952, -106.240580985
2011,MS,Mississippi,39.2,34.9,43.6,909.0,"(32.745510099, -89.538030825)",Income,"$25,000 - $34,999",32.745510099, -89.538030825
2014,SD,South Dakota,29.6,24.7,35.0,763.0,"(44.353130053, -100.373530637)",Age (years),25 - 34,44.353130053, -100.373530637
2013,IN,Indiana,37.3,26.5,49.6,111.0,"(39.766910452, -86.149960194)",Race/Ethnicity,2 or more races,39.766910452, -86.149960194
2012,SD,South Dakota,28.7,24.8,32.9,1200.0,"(44.353130053, -100.373530637)",Income,"$50,000 - $74,999",44.353130053, -100.373530637
2012,NH,New Hampshire,20.8,9.6,39.3,54.0,"(43.655950113, -71.50036092)",Race/Ethnicity,2 or more races,43.655950113, -71.50036092
2013,TN,Tennessee,32.8,30.0,35.6,2066.0,"(35.68094058, -85.774490914)",Gender,Male,35.68094058, -85.774490914
2012,NC,North Carolina,11.0,5.1,22.2,102.0,"(35.466220975, -79.159250463)",Race/Ethnicity,Asian,35.466220975, -79.159250463
2014,SC,South Carolina,26.0,24.1,28.0,3337.0,"(33.998821303, -81.045371207)",Education,College graduate,33.998821303, -81.045371207
2013,OK,Oklahoma,32.6,30.3,35.0,2311.0,"(35.472031356, -97.521070214)",Education,Some college or technical school,35.472031356, -97.521070214
2011,IN,Indiana,33.2,29.7,36.8,995.0,"(39.766910452, -86.149960194)",Age (years),35 - 44,39.766910452, -86.149960194
2012,ME,Maine,25.9,24.0,27.8,3065.0,"(45.254228894001, -68.985031336)",Age (years),65 or older,45.254228894001, -68.985031336
2014,CO,Colorado,18.2,11.9,26.7,171.0,"(38.843840757, -106.133610921)",Race/Ethnicity,2 or more races,38.843840757, -106.133610921
2014,TX,Texas,7.8,4.4,13.5,275.0,"(31.827240407, -99.426770206)",Race/Ethnicity,Asian,31.827240407, -99.426770206
2013,NE,Nebraska,32.1,30.1,34.2,4995.0,"(41.641040988001, -99.365720623)",Education,Some college or technical school,41.641040988001, -99.365720623
2015,MD,Maryland,34.2,30.7,37.8,2993.0,"(39.290580964, -76.609260111)",Education,High school graduate,39.290580964, -76.609260111
2015,NV,Nevada,26.7,18.2,37.4,111.0,"(39.49324039, -117.071840564)",Race/Ethnicity,Non-Hispanic Black,39.49324039, -117.071840564
2014,TN,Tennessee,30.5,28.1,32.9,2974.0,"(35.68094058, -85.774490914)",Gender,Female,35.68094058, -85.774490914
2011,VT,Vermont,28.9,26.4,31.5,1734.0,"(43.625381239, -72.517640791)",Age (years),55 - 64,43.625381239, -72.517640791
2012,PA,Pennsylvania,31.9,28.9,35.1,2000.0,"(40.793730152, -77.860700294)",Income,"$25,000 - $34,999",40.793730152, -77.860700294
2014,NV,Nevada,12.7,7.2,21.4,187.0,"(39.49324039, -117.071840564)",Age (years),18 - 24,39.49324039, -117.071840564
2015,IL,Illinois,31.3,28.6,34.1,1755.0,"(40.485010283, -88.997710178)",Age (years),65 or older,40.485010283, -88.997710178
2012,TX,Texas,30.0,28.1,31.9,4890.0,"(31.827240407, -99.426770206)",Gender,Female,31.827240407, -99.426770206
2015,WI,Wisconsin,45.7,28.3,64.2,63.0,"(44.393191174, -89.816370742)",Race/Ethnicity,American Indian/Alaska Native,44.393191174, -89.816370742
2012,NE,Nebraska,35.8,33.7,37.9,3887.0,"(41.641040988001, -99.365720623)",Age (years),55 - 64,41.641040988001, -99.365720623
2011,DE,Delaware,25.3,20.9,30.3,489.0,"(39.008830667, -75.577741168)",Age (years),25 - 34,39.008830667, -75.577741168
2012,MI,Michigan,32.0,28.4,35.9,1175.0,"(44.661319543001, -84.71439027)",Income,"$25,000 - $34,999",44.661319543001, -84.71439027
2012,LA,Louisiana,34.0,31.3,36.8,3012.0,"(31.312660644, -92.445680071)",Education,High school graduate,31.312660644, -92.445680071
2015,IA,Iowa,32.1,25.7,39.2,372.0,"(42.469400913, -93.816490556)",Income,"Less than $15,000",42.469400913, -93.816490556
2012,WA,Washington,25.6,24.0,27.2,4796.0,"(47.522278629, -120.47001079)",Age (years),65 or older,47.522278629, -120.47001079
2014,WY,Wyoming,34.2,30.9,37.6,1549.0,"(43.235541343, -108.109830353)",Age (years),55 - 64,43.235541343, -108.109830353
2012,PA,Pennsylvania,32.9,30.6,35.3,3377.0,"(40.793730152, -77.860700294)",Age (years),45 - 54,40.793730152, -77.860700294
2011,SC,South Carolina,34.0,21.3,49.6,83.0,"(33.998821303, -81.045371207)",Race/Ethnicity,Other,33.998821303, -81.045371207
2015,KS,Kansas,29.6,27.5,31.7,3075.0,"(38.3477403, -98.200781227)",Income,Data not reported,38.3477403, -98.200781227
2015,AK,Alaska,29.8,23.8,36.6,416.0,"(64.845079957001, -147.722059036)",Age (years),25 - 34,64.845079957001, -147.722059036
2014,MI,Michigan,32.7,30.6,34.9,2766.0,"(44.661319543001, -84.71439027)",Age (years),65 or older,44.661319543001, -84.71439027
2015,ND,North Dakota,23.5,19.1,28.6,555.0,"(47.475319779, -100.118421049)",Income,Data not reported,47.475319779, -100.118421049
2013,ID,Idaho,33.6,28.9,38.6,815.0,"(43.682630005, -114.363730042)",Income,"$35,000 - $49,999",43.682630005, -114.363730042
2013,OK,Oklahoma,18.3,10.0,31.0,75.0,"(35.472031356, -97.521070214)",Race/Ethnicity,Asian,35.472031356, -97.521070214
2015,ME,Maine,24.7,22.2,27.4,2150.0,"(45.254228894001, -68.985031336)",Income,"$75,000 or greater",45.254228894001, -68.985031336
2011,MO,Missouri,18.5,13.8,24.2,308.0,"(38.635790776, -92.566300053)",Age (years),18 - 24,38.635790776, -92.566300053
2012,MT,Montana,26.3,24.2,28.6,2407.0,"(47.066528972, -109.424420645)",Education,Some college or technical school,47.066528972, -109.424420645
2015,MD,Maryland,35.1,31.3,39.0,2008.0,"(39.290580964, -76.609260111)",Age (years),45 - 54,39.290580964, -76.609260111
2013,MI,Michigan,39.2,35.2,43.4,998.0,"(44.661319543001, -84.71439027)",Race/Ethnicity,Non-Hispanic Black,44.661319543001, -84.71439027
2011,NC,North Carolina,31.2,28.6,34.1,2399.0,"(35.466220975, -79.159250463)",Age (years),55 - 64,35.466220975, -79.159250463
2014,GA,Georgia,30.6,27.7,33.7,1514.0,"(32.839681093, -83.627580346)",Education,Some college or technical school,32.839681093, -83.627580346
2013,KS,Kansas,31.0,29.6,32.4,6116.0,"(38.3477403, -98.200781227)",Education,High school graduate,38.3477403, -98.200781227
2015,VA,Virginia,29.3,26.8,31.8,2405.0,"(37.542680674, -78.457890463)",Age (years),65 or older,37.542680674, -78.457890463
2011,OR,Oregon,31.4,28.7,34.3,1788.0,"(44.567449424, -120.155031326)",Education,Some college or technical school,44.567449424, -120.155031326
2014,NV,Nevada,27.6,24.0,31.5,1245.0,"(39.49324039, -117.071840564)",Age (years),65 or older,39.49324039, -117.071840564
2013,LA,Louisiana,17.7,12.6,24.2,206.0,"(31.312660644, -92.445680071)",Age (years),18 - 24,31.312660644, -92.445680071
2014,CA,California,28.6,21.1,37.6,175.0,"(37.638640123, -120.999999538)",Race/Ethnicity,2 or more races,37.638640123, -120.999999538
2012,KY,Kentucky,33.2,29.3,37.4,1333.0,"(37.645970271, -84.774971048)",Education,Less than high school,37.645970271, -84.774971048
2011,MA,Massachusetts,26.0,18.2,35.7,210.0,"(42.27687047, -72.082690675)",Race/Ethnicity,2 or more races,42.27687047, -72.082690675
2014,SC,South Carolina,32.3,29.1,35.7,1352.0,"(33.998821303, -81.045371207)",Income,"$35,000 - $49,999",33.998821303, -81.045371207
2015,WV,West Virginia,35.4,33.9,36.9,5097.0,"(38.665510202, -80.712640135)",Race/Ethnicity,Non-Hispanic White,38.665510202, -80.712640135
2013,NE,Nebraska,26.4,23.4,29.6,1553.0,"(41.641040988001, -99.365720623)",Age (years),25 - 34,41.641040988001, -99.365720623
2012,SC,South Carolina,27.2,25.2,29.2,4268.0,"(33.998821303, -81.045371207)",Age (years),65 or older,33.998821303, -81.045371207
2014,CO,Colorado,24.1,21.8,26.5,1661.0,"(38.843840757, -106.133610921)",Age (years),35 - 44,38.843840757, -106.133610921
2014,KY,Kentucky,28.1,25.1,31.4,1852.0,"(37.645970271, -84.774971048)",Income,"$75,000 or greater",37.645970271, -84.774971048
2014,MI,Michigan,32.8,29.4,36.3,1108.0,"(44.661319543001, -84.71439027)",Income,"$35,000 - $49,999",44.661319543001, -84.71439027
2011,NV,Nevada,29.1,23.5,35.3,466.0,"(39.49324039, -117.071840564)",Race/Ethnicity,Hispanic,39.49324039, -117.071840564
2013,VT,Vermont,25.4,23.1,27.9,2018.0,"(43.625381239, -72.517640791)",Age (years),65 or older,43.625381239, -72.517640791
2013,SD,South Dakota,30.7,25.8,36.1,872.0,"(44.353130053, -100.373530637)",Income,"$15,000 - $24,999",44.353130053, -100.373530637
2013,NY,New York,34.2,30.2,38.3,960.0,"(42.827001032, -75.543970427)",Race/Ethnicity,Non-Hispanic Black,42.827001032, -75.543970427
2011,IN,Indiana,35.3,31.9,38.8,1450.0,"(39.766910452, -86.149960194)",Income,"$15,000 - $24,999",39.766910452, -86.149960194
2013,KY,Kentucky,34.0,21.7,48.9,194.0,"(37.645970271, -84.774971048)",Race/Ethnicity,2 or more races,37.645970271, -84.774971048
2013,CA,California,38.6,25.2,53.9,86.0,"(37.638640123, -120.999999538)",Race/Ethnicity,American Indian/Alaska Native,37.638640123, -120.999999538
2013,NV,Nevada,21.4,18.0,25.3,1566.0,"(39.49324039, -117.071840564)",Education,College graduate,39.49324039, -117.071840564
2013,MI,Michigan,30.6,29.4,31.8,10194.0,"(44.661319543001, -84.71439027)",Race/Ethnicity,Non-Hispanic White,44.661319543001, -84.71439027
2014,TX,Texas,26.4,23.1,29.9,2127.0,"(31.827240407, -99.426770206)",Income,Data not reported,31.827240407, -99.426770206
2013,MS,Mississippi,28.2,25.9,30.7,2589.0,"(32.745510099, -89.538030825)",Age (years),65 or older,32.745510099, -89.538030825
2014,NC,North Carolina,28.3,26.3,30.2,2942.0,"(35.466220975, -79.159250463)",Gender,Male,35.466220975, -79.159250463
2014,CA,California,32.1,20.4,46.6,64.0,"(37.638640123, -120.999999538)",Race/Ethnicity,American Indian/Alaska Native,37.638640123, -120.999999538
2011,NJ,New Jersey,25.0,23.1,27.0,4147.0,"(40.130570048, -74.273691288)",Age (years),65 or older,40.130570048, -74.273691288
2015,WI,Wisconsin,31.2,28.8,33.7,2648.0,"(44.393191174, -89.816370742)",Gender,Male,44.393191174, -89.816370742
2014,MI,Michigan,29.1,25.2,33.2,660.0,"(44.661319543001, -84.71439027)",Age (years),25 - 34,44.661319543001, -84.71439027
2015,MN,Minnesota,40.9,32.6,49.7,167.0,"(46.355648736, -94.794200503)",Race/Ethnicity,American Indian/Alaska Native,46.355648736, -94.794200503
2015,IA,Iowa,32.5,30.8,34.1,5251.0,"(42.469400913, -93.816490556)",Race/Ethnicity,Non-Hispanic White,42.469400913, -93.816490556
2011,VT,Vermont,28.7,25.1,32.5,828.0,"(43.625381239, -72.517640791)",Age (years),35 - 44,43.625381239, -72.517640791
2015,SC,South Carolina,24.2,16.6,33.8,176.0,"(33.998821303, -81.045371207)",Race/Ethnicity,2 or more races,33.998821303, -81.045371207
2015,CA,California,33.9,31.0,37.0,1390.0,"(37.638640123, -120.999999538)",Education,Less than high school,37.638640123, -120.999999538
2014,NC,North Carolina,33.3,29.8,37.0,866.0,"(35.466220975, -79.159250463)",Age (years),35 - 44,35.466220975, -79.159250463
2011,AR,Arkansas,38.1,31.4,45.3,592.0,"(34.748650124, -92.274490743)",Race/Ethnicity,Non-Hispanic Black,34.748650124, -92.274490743
2013,NJ,New Jersey,28.0,24.8,31.5,1621.0,"(40.130570048, -74.273691288)",Income,"$50,000 - $74,999",40.130570048, -74.273691288
2015,FL,Florida,28.0,24.3,32.0,798.0,"(28.932040377, -81.928960539)",Age (years),35 - 44,28.932040377, -81.928960539
2011,TX,Texas,30.9,27.2,34.8,1309.0,"(31.827240407, -99.426770206)",Age (years),25 - 34,31.827240407, -99.426770206
2013,AL,Alabama,31.1,26.7,35.8,656.0,"(32.840571122, -86.631860762)",Income,"$35,000 - $49,999",32.840571122, -86.631860762
2015,WA,Washington,29.0,21.1,38.4,174.0,"(47.522278629, -120.47001079)",Race/Ethnicity,American Indian/Alaska Native,47.522278629, -120.47001079
2014,HI,Hawaii,15.2,13.2,17.5,2048.0,"(21.304850435, -157.857749403)",Race/Ethnicity,Asian,21.304850435, -157.857749403
2012,MT,Montana,17.7,16.0,19.6,2668.0,"(47.066528972, -109.424420645)",Education,College graduate,47.066528972, -109.424420645
2013,AZ,Arizona,23.5,12.0,40.7,52.0,"(34.86597028, -111.763811277)",Race/Ethnicity,Other,34.86597028, -111.763811277
2015,DE,Delaware,29.2,25.4,33.3,934.0,"(39.008830667, -75.577741168)",Education,Some college or technical school,39.008830667, -75.577741168
2013,ND,North Dakota,31.2,29.7,32.7,6885.0,"(47.475319779, -100.118421049)",Race/Ethnicity,Non-Hispanic White,47.475319779, -100.118421049
2015,MD,Maryland,26.9,24.9,29.0,8239.0,"(39.290580964, -76.609260111)",Race/Ethnicity,Non-Hispanic White,39.290580964, -76.609260111
2014,IN,Indiana,31.9,28.9,35.0,1479.0,"(39.766910452, -86.149960194)",Income,"$50,000 - $74,999",39.766910452, -86.149960194
2011,WA,Washington,27.0,25.7,28.3,11987.0,"(47.522278629, -120.47001079)",Race/Ethnicity,Non-Hispanic White,47.522278629, -120.47001079
2011,DE,Delaware,26.4,22.3,30.9,684.0,"(39.008830667, -75.577741168)",Income,"$50,000 - $74,999",39.008830667, -75.577741168
2011,SC,South Carolina,37.3,23.7,53.3,188.0,"(33.998821303, -81.045371207)",Race/Ethnicity,2 or more races,33.998821303, -81.045371207
2011,NH,New Hampshire,24.8,22.6,27.2,1927.0,"(43.655950113, -71.50036092)",Age (years),65 or older,43.655950113, -71.50036092
2013,MT,Montana,21.3,17.8,25.2,902.0,"(47.066528972, -109.424420645)",Income,Data not reported,47.066528972, -109.424420645
2014,AK,Alaska,35.2,31.2,39.5,848.0,"(64.845079957001, -147.722059036)",Age (years),45 - 54,64.845079957001, -147.722059036
2015,OH,Ohio,31.9,27.5,36.6,1124.0,"(40.060210141, -82.404260056)",Income,"$25,000 - $34,999",40.060210141, -82.404260056
2011,OH,Ohio,32.8,28.4,37.5,953.0,"(40.060210141, -82.404260056)",Income,"Less than $15,000",40.060210141, -82.404260056
2014,MT,Montana,24.1,21.3,27.2,1456.0,"(47.066528972, -109.424420645)",Income,"$75,000 or greater",47.066528972, -109.424420645
2013,AR,Arkansas,36.0,32.9,39.2,1844.0,"(34.748650124, -92.274490743)",Education,High school graduate,34.748650124, -92.274490743
2013,NJ,New Jersey,26.0,24.6,27.5,8361.0,"(40.130570048, -74.273691288)",Race/Ethnicity,Non-Hispanic White,40.130570048, -74.273691288
2011,MT,Montana,23.5,19.4,28.2,717.0,"(47.066528972, -109.424420645)",Education,Less than high school,47.066528972, -109.424420645
2011,ND,North Dakota,44.1,33.4,55.4,132.0,"(47.475319779, -100.118421049)",Race/Ethnicity,American Indian/Alaska Native,47.475319779, -100.118421049
2013,TN,Tennessee,38.6,34.8,42.5,1282.0,"(35.68094058, -85.774490914)",Age (years),55 - 64,35.68094058, -85.774490914
